train,station,time,day,weather,crowd
CSMT_SLOW,CSMT,14:00,TUESDAY,CLEAR,MEDIUM
CSMT_SLOW,Byculla,12:45,THURSDAY,RAIN,HIGH
CSMT_SLOW,Bandra,21:15,MONDAY,CLOUDY,LOW
CSMT_FAST,Vikhroli,07:00,MONDAY,RAIN,HIGH
CSMT_FAST,Panvel,16:45,TUESDAY,CLOUDY,LOW
CSMT_SLOW,Bhandup,13:45,MONDAY,CLEAR,HIGH
CSMT_SLOW,Mulund,20:45,SATURDAY,RAIN,LOW
CSMT_SLOW,Bandra,10:00,THURSDAY,CLEAR,MEDIUM
CSMT_SLOW,Bandra,10:00,MONDAY,CLEAR,HIGH
CSMT_FAST,Virar,06:15,THURSDAY,RAIN,LOW
CSMT_SLOW,Mulund,06:15,TUESDAY,CLOUDY,LOW
CSMT_SLOW,Virar,17:45,SUNDAY,CLOUDY,HIGH
CSMT_SLOW,Panvel,08:00,TUESDAY,RAIN,HIGH
CSMT_FAST,Andheri,12:15,THURSDAY,CLOUDY,HIGH
CSMT_FAST,Bandra,12:30,TUESDAY,CLOUDY,MEDIUM
CSMT_FAST,Dadar,11:00,WEDNESDAY,RAIN,HIGH
CSMT_FAST,Andheri,17:00,MONDAY,CLEAR,HIGH
CSMT_SLOW,Mulund,10:45,THURSDAY,RAIN,MEDIUM
CSMT_FAST,Mulund,06:30,TUESDAY,RAIN,MEDIUM
CSMT_FAST,Borivali,13:15,MONDAY,CLEAR,MEDIUM
CSMT_FAST,Vashi,21:15,FRIDAY,CLEAR,HIGH
CSMT_FAST,Dadar,08:00,MONDAY,RAIN,HIGH
CSMT_SLOW,Borivali,22:45,WEDNESDAY,CLOUDY,HIGH
CSMT_FAST,Bandra,11:15,TUESDAY,CLOUDY,HIGH
CSMT_SLOW,Dombivli,19:30,FRIDAY,RAIN,HIGH
CSMT_FAST,Nerul,06:30,SUNDAY,RAIN,LOW
CSMT_FAST,Kanjurmarg,10:15,SUNDAY,RAIN,LOW
CSMT_SLOW,Andheri,06:30,WEDNESDAY,RAIN,LOW
CSMT_SLOW,Panvel,21:15,TUESDAY,CLEAR,HIGH
CSMT_SLOW,Dadar,16:30,FRIDAY,CLOUDY,LOW
CSMT_SLOW,Borivali,23:15,THURSDAY,CLEAR,HIGH
CSMT_FAST,Mulund,13:15,SUNDAY,CLEAR,LOW
CSMT_FAST,Mulund,17:00,TUESDAY,CLOUDY,HIGH
CSMT_SLOW,Kanjurmarg,08:30,MONDAY,CLEAR,HIGH
CSMT_FAST,Kurla,07:00,FRIDAY,CLEAR,HIGH
CSMT_FAST,Bandra,12:15,TUESDAY,RAIN,MEDIUM
CSMT_SLOW,Nerul,14:15,SUNDAY,CLEAR,LOW
CSMT_SLOW,Vashi,23:30,SUNDAY,CLEAR,LOW
CSMT_SLOW,Virar,22:15,THURSDAY,CLOUDY,HIGH
CSMT_SLOW,Byculla,14:45,FRIDAY,CLEAR,LOW
CSMT_SLOW,Mulund,11:15,MONDAY,RAIN,MEDIUM
CSMT_FAST,Dombivli,13:00,FRIDAY,CLOUDY,LOW
CSMT_SLOW,Kurla,13:15,TUESDAY,CLOUDY,LOW
CSMT_FAST,Kurla,21:00,TUESDAY,CLOUDY,HIGH
CSMT_FAST,Ghatkopar,19:30,SUNDAY,CLOUDY,HIGH
CSMT_FAST,Vashi,14:00,TUESDAY,CLOUDY,MEDIUM
CSMT_FAST,Kanjurmarg,05:15,FRIDAY,CLOUDY,HIGH
CSMT_FAST,Nerul,11:30,SUNDAY,CLOUDY,LOW
CSMT_FAST,Mulund,22:15,THURSDAY,CLEAR,MEDIUM
CSMT_SLOW,Virar,15:30,WEDNESDAY,RAIN,HIGH
CSMT_SLOW,Kurla,05:45,SATURDAY,CLOUDY,LOW
CSMT_SLOW,Thane,21:45,THURSDAY,RAIN,LOW
CSMT_FAST,Kurla,09:45,SUNDAY,RAIN,HIGH
CSMT_FAST,Kalyan,06:00,TUESDAY,CLEAR,LOW
CSMT_SLOW,Bhandup,06:30,MONDAY,CLOUDY,HIGH
CSMT_SLOW,Nerul,07:15,SATURDAY,CLEAR,HIGH
CSMT_SLOW,Bhandup,05:15,MONDAY,RAIN,HIGH
CSMT_FAST,Thane,23:45,WEDNESDAY,CLEAR,MEDIUM
CSMT_FAST,Mulund,20:45,MONDAY,RAIN,LOW
CSMT_FAST,Thane,11:00,FRIDAY,RAIN,MEDIUM
CSMT_SLOW,Mulund,09:45,FRIDAY,CLOUDY,HIGH
CSMT_SLOW,Bhandup,05:30,SUNDAY,CLOUDY,LOW
CSMT_FAST,Ghatkopar,18:45,THURSDAY,CLEAR,HIGH
CSMT_SLOW,Byculla,17:30,MONDAY,RAIN,HIGH
CSMT_SLOW,Borivali,15:30,TUESDAY,CLOUDY,LOW
CSMT_SLOW,Borivali,16:30,WEDNESDAY,CLEAR,HIGH
CSMT_FAST,Kanjurmarg,14:30,TUESDAY,CLEAR,LOW
CSMT_FAST,Panvel,10:30,MONDAY,RAIN,HIGH
CSMT_FAST,Kurla,08:30,SATURDAY,CLOUDY,HIGH
CSMT_FAST,Kalyan,11:00,THURSDAY,RAIN,HIGH
CSMT_SLOW,Ghatkopar,23:00,THURSDAY,CLEAR,HIGH
CSMT_SLOW,Thane,14:45,FRIDAY,CLOUDY,MEDIUM
CSMT_SLOW,Vikhroli,15:45,TUESDAY,RAIN,MEDIUM
CSMT_SLOW,Vikhroli,19:00,TUESDAY,CLOUDY,HIGH
CSMT_FAST,CSMT,10:15,SUNDAY,CLEAR,LOW
CSMT_SLOW,Bandra,11:15,WEDNESDAY,CLEAR,LOW
CSMT_FAST,Byculla,21:45,WEDNESDAY,CLOUDY,HIGH
CSMT_SLOW,CSMT,12:45,THURSDAY,CLOUDY,MEDIUM
CSMT_SLOW,Bandra,18:30,SUNDAY,CLEAR,HIGH
CSMT_FAST,Borivali,23:00,WEDNESDAY,CLEAR,LOW
CSMT_SLOW,Ghatkopar,10:15,FRIDAY,CLEAR,LOW
CSMT_FAST,Bhandup,14:00,THURSDAY,RAIN,LOW
CSMT_SLOW,Mulund,10:45,MONDAY,CLEAR,HIGH
CSMT_FAST,Vikhroli,05:15,THURSDAY,RAIN,MEDIUM
CSMT_FAST,Virar,17:00,FRIDAY,CLEAR,HIGH
CSMT_FAST,Dadar,07:15,TUESDAY,RAIN,HIGH
CSMT_FAST,Vashi,11:15,SATURDAY,CLOUDY,LOW
CSMT_SLOW,Nerul,17:30,SUNDAY,CLOUDY,HIGH
CSMT_FAST,Nerul,20:15,THURSDAY,CLEAR,LOW
CSMT_FAST,Borivali,14:30,SATURDAY,CLEAR,LOW
CSMT_FAST,Kalyan,18:45,FRIDAY,RAIN,HIGH
CSMT_SLOW,Nerul,06:45,TUESDAY,CLOUDY,LOW
CSMT_FAST,Bhandup,12:45,FRIDAY,RAIN,HIGH
CSMT_SLOW,Kanjurmarg,18:30,TUESDAY,RAIN,HIGH
CSMT_FAST,Ghatkopar,15:15,TUESDAY,CLEAR,HIGH
CSMT_FAST,Virar,10:45,SUNDAY,CLEAR,LOW
CSMT_SLOW,Kanjurmarg,05:45,THURSDAY,CLOUDY,HIGH
CSMT_FAST,Kalyan,14:00,TUESDAY,CLEAR,LOW
CSMT_FAST,Kalyan,12:00,TUESDAY,RAIN,LOW
CSMT_FAST,Panvel,13:15,WEDNESDAY,CLEAR,HIGH
CSMT_FAST,Panvel,17:00,TUESDAY,CLEAR,HIGH
CSMT_SLOW,Byculla,22:00,WEDNESDAY,CLOUDY,LOW
CSMT_FAST,Andheri,16:15,THURSDAY,CLEAR,MEDIUM
CSMT_FAST,Mulund,14:45,SUNDAY,RAIN,LOW
CSMT_FAST,Nerul,20:15,SATURDAY,CLEAR,LOW
CSMT_FAST,Vashi,17:30,SATURDAY,CLEAR,HIGH
CSMT_SLOW,Kurla,17:00,SUNDAY,CLEAR,HIGH
CSMT_SLOW,Dombivli,15:45,FRIDAY,RAIN,MEDIUM
CSMT_FAST,Dadar,06:45,SATURDAY,CLOUDY,LOW
CSMT_SLOW,Kurla,09:15,TUESDAY,RAIN,HIGH
CSMT_FAST,Borivali,17:45,FRIDAY,RAIN,HIGH
CSMT_FAST,Vashi,19:00,THURSDAY,CLOUDY,HIGH
CSMT_FAST,Virar,10:15,MONDAY,CLOUDY,LOW
CSMT_FAST,Virar,15:15,THURSDAY,RAIN,LOW
CSMT_SLOW,CSMT,10:00,TUESDAY,CLOUDY,MEDIUM
CSMT_SLOW,Borivali,11:15,FRIDAY,CLEAR,MEDIUM
CSMT_SLOW,Byculla,05:45,TUESDAY,CLEAR,HIGH
CSMT_FAST,Dadar,10:45,MONDAY,RAIN,LOW
CSMT_SLOW,Borivali,16:15,SUNDAY,CLEAR,LOW
CSMT_SLOW,Bhandup,09:15,TUESDAY,CLOUDY,HIGH
CSMT_FAST,Ghatkopar,09:30,THURSDAY,CLOUDY,HIGH
CSMT_SLOW,Vashi,12:00,MONDAY,RAIN,LOW
CSMT_SLOW,Andheri,10:30,THURSDAY,RAIN,MEDIUM
CSMT_SLOW,Nerul,05:30,FRIDAY,CLOUDY,LOW
CSMT_SLOW,Kurla,14:00,SUNDAY,RAIN,LOW
CSMT_SLOW,Virar,15:45,SUNDAY,RAIN,LOW
CSMT_FAST,Mulund,15:15,SUNDAY,CLOUDY,LOW
CSMT_SLOW,Dombivli,07:45,TUESDAY,CLOUDY,HIGH
CSMT_FAST,Mulund,20:00,SUNDAY,CLOUDY,LOW
CSMT_SLOW,Mulund,23:30,SUNDAY,RAIN,LOW
CSMT_FAST,Mulund,10:00,WEDNESDAY,CLEAR,HIGH
CSMT_FAST,Dadar,20:45,MONDAY,CLEAR,HIGH
CSMT_SLOW,Panvel,08:30,SUNDAY,CLEAR,HIGH
CSMT_FAST,Borivali,15:00,TUESDAY,RAIN,MEDIUM
CSMT_FAST,Ghatkopar,07:00,MONDAY,CLOUDY,HIGH
CSMT_FAST,Ghatkopar,11:45,TUESDAY,RAIN,LOW
CSMT_SLOW,Andheri,18:45,WEDNESDAY,RAIN,HIGH
CSMT_SLOW,Andheri,05:15,THURSDAY,CLOUDY,LOW
CSMT_SLOW,Bhandup,09:15,WEDNESDAY,CLOUDY,HIGH
CSMT_FAST,Dadar,06:45,THURSDAY,CLOUDY,HIGH
CSMT_FAST,Bandra,16:30,SUNDAY,CLOUDY,LOW
CSMT_SLOW,Kurla,18:15,MONDAY,CLEAR,HIGH
CSMT_FAST,Mulund,23:00,THURSDAY,CLEAR,HIGH
CSMT_FAST,Byculla,19:45,THURSDAY,CLEAR,HIGH
CSMT_FAST,Kanjurmarg,21:30,MONDAY,CLOUDY,MEDIUM
CSMT_SLOW,Dadar,11:45,FRIDAY,CLEAR,LOW
CSMT_SLOW,CSMT,09:15,SATURDAY,CLOUDY,HIGH
CSMT_FAST,Thane,17:00,THURSDAY,CLOUDY,HIGH
CSMT_SLOW,Virar,09:30,FRIDAY,CLEAR,HIGH
CSMT_SLOW,Bhandup,19:00,MONDAY,RAIN,HIGH
CSMT_SLOW,Nerul,18:30,THURSDAY,CLOUDY,HIGH
CSMT_FAST,Byculla,09:30,TUESDAY,CLEAR,HIGH
CSMT_SLOW,Bandra,10:00,TUESDAY,RAIN,HIGH
CSMT_SLOW,Vikhroli,20:30,TUESDAY,CLOUDY,MEDIUM
CSMT_FAST,Nerul,22:45,FRIDAY,RAIN,MEDIUM
CSMT_SLOW,Dadar,12:00,SUNDAY,CLOUDY,LOW
CSMT_SLOW,Vashi,22:30,WEDNESDAY,RAIN,MEDIUM
CSMT_FAST,Dombivli,19:15,THURSDAY,RAIN,HIGH
CSMT_FAST,Panvel,14:00,WEDNESDAY,CLOUDY,HIGH
CSMT_SLOW,Dombivli,19:30,SATURDAY,CLEAR,HIGH
CSMT_SLOW,Kurla,16:30,WEDNESDAY,RAIN,MEDIUM
CSMT_FAST,Nerul,15:30,WEDNESDAY,CLOUDY,LOW
CSMT_FAST,Dadar,12:00,FRIDAY,CLEAR,MEDIUM
CSMT_FAST,Panvel,09:30,SUNDAY,CLEAR,HIGH
CSMT_FAST,Kurla,07:15,SATURDAY,CLEAR,HIGH
CSMT_FAST,Thane,11:30,TUESDAY,CLOUDY,LOW
CSMT_FAST,CSMT,10:00,SATURDAY,CLOUDY,LOW
CSMT_FAST,Virar,05:00,SATURDAY,RAIN,LOW
CSMT_FAST,Mulund,21:00,SATURDAY,CLOUDY,LOW
CSMT_FAST,Thane,22:00,THURSDAY,CLOUDY,HIGH
CSMT_FAST,Vikhroli,19:30,THURSDAY,CLOUDY,HIGH
CSMT_SLOW,Panvel,13:45,SATURDAY,RAIN,LOW
CSMT_FAST,Borivali,15:45,FRIDAY,CLOUDY,HIGH
CSMT_FAST,Virar,18:00,MONDAY,CLEAR,HIGH
CSMT_FAST,Dombivli,13:15,MONDAY,CLOUDY,MEDIUM
CSMT_FAST,Andheri,21:30,MONDAY,RAIN,HIGH
CSMT_FAST,Thane,20:45,SUNDAY,CLOUDY,LOW
CSMT_SLOW,Kanjurmarg,20:30,SATURDAY,CLOUDY,LOW
CSMT_SLOW,Panvel,13:15,SATURDAY,CLOUDY,LOW
CSMT_SLOW,Kalyan,06:30,SATURDAY,RAIN,LOW
CSMT_FAST,Thane,17:00,FRIDAY,CLOUDY,HIGH
CSMT_FAST,Dadar,07:45,SUNDAY,RAIN,HIGH
CSMT_SLOW,Kurla,12:15,TUESDAY,RAIN,HIGH
CSMT_SLOW,Vikhroli,07:15,SATURDAY,RAIN,HIGH
CSMT_SLOW,Kalyan,10:30,WEDNESDAY,CLEAR,MEDIUM
CSMT_FAST,Byculla,11:45,SUNDAY,RAIN,LOW
CSMT_FAST,Kalyan,12:15,SUNDAY,CLEAR,LOW
CSMT_FAST,Byculla,22:15,SUNDAY,CLEAR,LOW
CSMT_FAST,Kanjurmarg,14:00,WEDNESDAY,CLOUDY,MEDIUM
CSMT_FAST,Dombivli,14:00,MONDAY,CLOUDY,MEDIUM
CSMT_SLOW,Bhandup,20:45,TUESDAY,CLEAR,MEDIUM
CSMT_FAST,Andheri,10:30,FRIDAY,CLEAR,MEDIUM
CSMT_SLOW,Dombivli,16:15,MONDAY,RAIN,LOW
CSMT_FAST,Thane,08:30,SUNDAY,CLEAR,HIGH
CSMT_FAST,Virar,16:45,SUNDAY,CLOUDY,LOW
CSMT_SLOW,Nerul,20:00,WEDNESDAY,CLOUDY,HIGH
CSMT_SLOW,Bandra,07:45,FRIDAY,RAIN,HIGH
CSMT_SLOW,Thane,15:00,SATURDAY,CLEAR,LOW
CSMT_SLOW,CSMT,14:00,THURSDAY,CLEAR,HIGH
CSMT_SLOW,Dombivli,11:00,THURSDAY,RAIN,HIGH
CSMT_SLOW,Bandra,06:30,SUNDAY,RAIN,LOW
CSMT_FAST,Thane,16:45,SUNDAY,CLOUDY,LOW
CSMT_SLOW,Dombivli,23:30,MONDAY,CLEAR,HIGH
CSMT_SLOW,Ghatkopar,17:45,MONDAY,RAIN,HIGH
CSMT_SLOW,Kalyan,10:00,SUNDAY,CLEAR,LOW
CSMT_SLOW,Dombivli,22:15,MONDAY,RAIN,MEDIUM
CSMT_FAST,Ghatkopar,10:45,TUESDAY,RAIN,LOW
CSMT_FAST,Kurla,12:00,THURSDAY,CLOUDY,LOW
CSMT_FAST,Dadar,13:30,SUNDAY,RAIN,LOW
CSMT_FAST,Vikhroli,09:15,MONDAY,RAIN,HIGH
CSMT_SLOW,Nerul,23:45,WEDNESDAY,CLOUDY,MEDIUM
CSMT_SLOW,Mulund,13:45,FRIDAY,CLOUDY,MEDIUM
CSMT_SLOW,Bhandup,12:00,WEDNESDAY,CLOUDY,LOW
CSMT_FAST,Andheri,08:15,SATURDAY,CLEAR,HIGH
CSMT_SLOW,Byculla,19:00,TUESDAY,CLEAR,HIGH
CSMT_FAST,Panvel,06:15,FRIDAY,CLEAR,LOW
CSMT_FAST,CSMT,16:30,MONDAY,CLOUDY,LOW
CSMT_SLOW,Bhandup,22:45,WEDNESDAY,CLOUDY,LOW
CSMT_SLOW,Byculla,20:15,MONDAY,RAIN,MEDIUM
CSMT_SLOW,CSMT,07:15,SATURDAY,RAIN,HIGH
CSMT_FAST,Vikhroli,18:00,THURSDAY,CLEAR,HIGH
CSMT_SLOW,Dombivli,10:45,TUESDAY,CLOUDY,MEDIUM
CSMT_FAST,Mulund,17:45,THURSDAY,RAIN,HIGH
CSMT_FAST,Borivali,08:30,THURSDAY,CLEAR,HIGH
CSMT_FAST,Dadar,12:30,SATURDAY,CLEAR,LOW
CSMT_FAST,Kurla,22:30,SATURDAY,CLOUDY,LOW
CSMT_SLOW,CSMT,20:00,MONDAY,RAIN,HIGH
CSMT_SLOW,Mulund,21:00,SUNDAY,RAIN,LOW
CSMT_FAST,Dombivli,18:30,MONDAY,CLEAR,HIGH
CSMT_FAST,Andheri,15:15,SUNDAY,CLEAR,LOW
CSMT_SLOW,Byculla,11:45,SATURDAY,CLOUDY,LOW
CSMT_FAST,Dombivli,20:45,THURSDAY,RAIN,MEDIUM
CSMT_FAST,Kurla,20:30,MONDAY,RAIN,HIGH
CSMT_FAST,Borivali,22:00,TUESDAY,CLEAR,HIGH
CSMT_SLOW,Kalyan,08:15,MONDAY,RAIN,HIGH
CSMT_SLOW,Dombivli,17:45,TUESDAY,CLOUDY,HIGH
CSMT_SLOW,Bhandup,18:45,SATURDAY,RAIN,HIGH
CSMT_FAST,Vashi,05:15,MONDAY,CLEAR,HIGH
CSMT_SLOW,Bhandup,17:15,THURSDAY,RAIN,HIGH
CSMT_FAST,Dombivli,19:45,MONDAY,RAIN,HIGH
CSMT_FAST,Thane,12:00,SUNDAY,RAIN,LOW
CSMT_FAST,Vashi,19:00,FRIDAY,CLOUDY,HIGH
CSMT_FAST,Panvel,13:30,SATURDAY,RAIN,LOW
CSMT_FAST,Borivali,06:45,TUESDAY,RAIN,LOW
CSMT_SLOW,CSMT,05:00,TUESDAY,RAIN,MEDIUM
CSMT_FAST,Dombivli,23:45,MONDAY,CLOUDY,HIGH
CSMT_SLOW,Vashi,09:30,WEDNESDAY,CLEAR,HIGH
CSMT_SLOW,Bandra,06:15,TUESDAY,CLOUDY,LOW
CSMT_SLOW,Dadar,13:45,WEDNESDAY,RAIN,LOW
CSMT_FAST,Dombivli,07:15,SATURDAY,RAIN,HIGH
CSMT_SLOW,CSMT,10:00,MONDAY,RAIN,MEDIUM
CSMT_FAST,Kanjurmarg,23:00,MONDAY,RAIN,MEDIUM
CSMT_SLOW,Thane,19:15,TUESDAY,CLEAR,HIGH
CSMT_FAST,Kalyan,19:45,SUNDAY,CLEAR,HIGH
CSMT_SLOW,Bandra,23:00,TUESDAY,CLOUDY,MEDIUM
CSMT_FAST,Virar,07:45,THURSDAY,RAIN,HIGH
CSMT_FAST,Bhandup,16:45,WEDNESDAY,CLEAR,MEDIUM
CSMT_SLOW,Thane,05:15,SUNDAY,RAIN,LOW
CSMT_FAST,Thane,15:15,MONDAY,CLEAR,LOW
CSMT_SLOW,Ghatkopar,23:45,WEDNESDAY,CLOUDY,MEDIUM
CSMT_FAST,Thane,15:00,TUESDAY,RAIN,LOW
CSMT_FAST,Byculla,23:45,SUNDAY,RAIN,LOW
CSMT_FAST,Panvel,08:00,WEDNESDAY,CLEAR,HIGH
CSMT_SLOW,Kurla,21:30,THURSDAY,CLEAR,HIGH
CSMT_SLOW,Kanjurmarg,17:00,WEDNESDAY,RAIN,HIGH
CSMT_FAST,Dadar,16:30,WEDNESDAY,RAIN,LOW
CSMT_SLOW,Bandra,20:00,TUESDAY,CLEAR,HIGH
CSMT_SLOW,Kurla,10:30,MONDAY,RAIN,MEDIUM
CSMT_SLOW,Kalyan,09:45,SUNDAY,CLEAR,HIGH
CSMT_SLOW,Virar,13:45,THURSDAY,RAIN,LOW
CSMT_SLOW,Bandra,21:15,SATURDAY,CLEAR,LOW
CSMT_FAST,Vikhroli,14:00,THURSDAY,CLOUDY,MEDIUM
CSMT_SLOW,Bhandup,13:00,SUNDAY,CLEAR,LOW
CSMT_FAST,Kalyan,15:15,SUNDAY,CLEAR,LOW
CSMT_SLOW,Kurla,12:15,WEDNESDAY,CLOUDY,LOW
CSMT_SLOW,Nerul,23:00,FRIDAY,RAIN,HIGH
CSMT_SLOW,Thane,16:00,SATURDAY,CLEAR,LOW
CSMT_SLOW,Bhandup,08:30,THURSDAY,CLEAR,HIGH
CSMT_FAST,Kanjurmarg,13:45,FRIDAY,CLEAR,MEDIUM
CSMT_FAST,Bhandup,07:45,FRIDAY,CLOUDY,HIGH
CSMT_SLOW,Panvel,20:15,SATURDAY,RAIN,LOW
CSMT_FAST,Kanjurmarg,05:30,THURSDAY,CLEAR,HIGH
CSMT_FAST,Andheri,23:30,FRIDAY,CLEAR,MEDIUM
CSMT_SLOW,Bandra,20:00,FRIDAY,CLOUDY,MEDIUM
CSMT_FAST,Bandra,05:15,SATURDAY,CLEAR,LOW
CSMT_SLOW,Vashi,11:30,THURSDAY,CLOUDY,HIGH
CSMT_SLOW,Panvel,09:15,SATURDAY,CLEAR,HIGH
CSMT_FAST,Borivali,15:45,FRIDAY,CLOUDY,MEDIUM
CSMT_FAST,Kanjurmarg,21:30,SUNDAY,RAIN,LOW
CSMT_FAST,Vashi,19:30,FRIDAY,CLOUDY,HIGH
CSMT_SLOW,Byculla,20:30,TUESDAY,CLOUDY,HIGH
CSMT_FAST,Ghatkopar,22:45,SUNDAY,CLEAR,LOW
CSMT_SLOW,Kalyan,08:00,TUESDAY,CLEAR,HIGH
CSMT_SLOW,Kalyan,10:00,SATURDAY,CLEAR,LOW
CSMT_FAST,Panvel,19:00,MONDAY,CLEAR,HIGH
CSMT_SLOW,Vikhroli,17:30,WEDNESDAY,RAIN,HIGH
CSMT_FAST,Virar,07:30,TUESDAY,RAIN,HIGH
CSMT_FAST,Nerul,22:30,SATURDAY,CLEAR,LOW
CSMT_SLOW,Panvel,06:00,TUESDAY,CLEAR,MEDIUM
CSMT_SLOW,Bandra,10:45,TUESDAY,CLEAR,HIGH
CSMT_SLOW,Kurla,12:30,TUESDAY,CLOUDY,MEDIUM
CSMT_FAST,Vikhroli,05:00,MONDAY,CLOUDY,LOW
CSMT_SLOW,Bandra,22:00,TUESDAY,CLOUDY,HIGH
CSMT_SLOW,Bandra,22:30,SUNDAY,CLEAR,LOW
CSMT_SLOW,Ghatkopar,17:00,TUESDAY,RAIN,HIGH
CSMT_FAST,Borivali,20:30,THURSDAY,CLEAR,MEDIUM
CSMT_FAST,Vashi,09:15,THURSDAY,CLEAR,HIGH
CSMT_FAST,Mulund,21:45,SUNDAY,CLEAR,LOW
CSMT_SLOW,Borivali,06:15,FRIDAY,CLEAR,MEDIUM
CSMT_FAST,Thane,08:30,MONDAY,CLOUDY,HIGH
CSMT_SLOW,Bhandup,16:15,SUNDAY,CLOUDY,LOW
CSMT_FAST,Byculla,22:30,SUNDAY,RAIN,LOW
CSMT_FAST,Bhandup,22:45,MONDAY,RAIN,LOW
CSMT_SLOW,Nerul,08:15,WEDNESDAY,CLOUDY,HIGH
CSMT_FAST,Byculla,07:30,THURSDAY,RAIN,HIGH
CSMT_SLOW,Borivali,17:00,SATURDAY,CLEAR,HIGH
CSMT_FAST,Virar,06:00,SUNDAY,CLOUDY,LOW
CSMT_SLOW,Nerul,15:00,WEDNESDAY,CLEAR,MEDIUM
CSMT_FAST,Vashi,09:15,WEDNESDAY,RAIN,HIGH
CSMT_FAST,Bhandup,15:45,MONDAY,CLOUDY,LOW
CSMT_FAST,Dombivli,22:45,SATURDAY,CLEAR,LOW
CSMT_SLOW,Borivali,23:45,TUESDAY,CLOUDY,MEDIUM
CSMT_SLOW,Panvel,09:00,SUNDAY,CLEAR,HIGH
CSMT_FAST,Panvel,08:45,MONDAY,CLOUDY,HIGH
CSMT_FAST,Dadar,20:00,TUESDAY,CLOUDY,MEDIUM
CSMT_FAST,Byculla,16:45,WEDNESDAY,RAIN,LOW
CSMT_SLOW,Thane,22:30,WEDNESDAY,RAIN,MEDIUM
CSMT_FAST,Vikhroli,11:45,SUNDAY,CLOUDY,LOW
CSMT_FAST,Thane,11:00,SUNDAY,CLOUDY,LOW
CSMT_FAST,Thane,18:30,THURSDAY,CLOUDY,HIGH
CSMT_SLOW,Ghatkopar,16:45,SATURDAY,CLEAR,LOW
CSMT_SLOW,Dombivli,15:00,WEDNESDAY,CLOUDY,LOW
CSMT_SLOW,Byculla,05:15,SUNDAY,CLEAR,LOW
CSMT_SLOW,Kalyan,07:30,SUNDAY,RAIN,HIGH
CSMT_FAST,Kurla,16:30,TUESDAY,CLEAR,LOW
CSMT_FAST,Kalyan,22:15,SUNDAY,RAIN,LOW
CSMT_FAST,Kurla,11:30,WEDNESDAY,CLEAR,LOW
CSMT_FAST,Vashi,06:15,THURSDAY,CLEAR,HIGH
CSMT_FAST,Andheri,13:15,WEDNESDAY,RAIN,HIGH
CSMT_SLOW,Andheri,13:30,WEDNESDAY,CLEAR,MEDIUM
CSMT_FAST,Bandra,07:45,FRIDAY,RAIN,HIGH
CSMT_FAST,Andheri,11:00,TUESDAY,CLOUDY,MEDIUM
CSMT_FAST,Kanjurmarg,06:30,TUESDAY,RAIN,LOW
CSMT_SLOW,Panvel,09:45,SATURDAY,CLEAR,HIGH
CSMT_FAST,Bandra,08:00,TUESDAY,CLEAR,HIGH
CSMT_FAST,Borivali,18:00,WEDNESDAY,CLEAR,HIGH
CSMT_SLOW,Vikhroli,20:00,SATURDAY,CLOUDY,LOW
CSMT_FAST,Thane,19:15,WEDNESDAY,CLOUDY,HIGH
CSMT_SLOW,Virar,13:45,MONDAY,CLOUDY,LOW
CSMT_SLOW,Thane,17:00,TUESDAY,CLEAR,HIGH
CSMT_FAST,Ghatkopar,05:00,WEDNESDAY,CLEAR,LOW
CSMT_SLOW,Kanjurmarg,10:30,WEDNESDAY,CLOUDY,LOW
CSMT_FAST,Mulund,14:45,FRIDAY,RAIN,HIGH
CSMT_SLOW,Nerul,15:30,WEDNESDAY,CLEAR,HIGH
CSMT_FAST,Andheri,18:45,TUESDAY,CLOUDY,HIGH
CSMT_FAST,Borivali,10:15,TUESDAY,RAIN,LOW
CSMT_SLOW,Vikhroli,13:00,THURSDAY,RAIN,LOW
CSMT_FAST,Bandra,09:30,THURSDAY,RAIN,HIGH
CSMT_FAST,Mulund,16:45,SUNDAY,RAIN,LOW
CSMT_FAST,Ghatkopar,09:00,SATURDAY,CLEAR,HIGH
CSMT_FAST,Andheri,09:15,THURSDAY,CLOUDY,HIGH
CSMT_SLOW,Dadar,20:30,WEDNESDAY,CLOUDY,HIGH
CSMT_FAST,Panvel,18:15,MONDAY,RAIN,HIGH
CSMT_FAST,Vikhroli,22:30,THURSDAY,CLOUDY,HIGH
CSMT_FAST,Kanjurmarg,13:45,THURSDAY,CLEAR,HIGH
CSMT_SLOW,Kanjurmarg,22:30,SUNDAY,CLOUDY,LOW
CSMT_SLOW,Bhandup,14:45,TUESDAY,CLEAR,MEDIUM
CSMT_SLOW,Kurla,14:15,WEDNESDAY,CLOUDY,LOW
CSMT_SLOW,Bhandup,09:45,MONDAY,CLOUDY,HIGH
CSMT_SLOW,Borivali,11:30,FRIDAY,RAIN,HIGH
CSMT_SLOW,Kanjurmarg,22:30,THURSDAY,CLEAR,MEDIUM
CSMT_FAST,Bhandup,21:30,TUESDAY,CLOUDY,HIGH
CSMT_FAST,Byculla,23:45,SATURDAY,CLOUDY,LOW
CSMT_FAST,Nerul,08:15,THURSDAY,CLOUDY,HIGH
CSMT_SLOW,Panvel,06:30,MONDAY,CLOUDY,LOW
CSMT_SLOW,Bandra,21:30,FRIDAY,CLOUDY,LOW
CSMT_SLOW,Dadar,06:45,WEDNESDAY,CLOUDY,LOW
